Year,Week,Sex,Age,Deaths
2004,29,f,70,2377.7190586257616
2004,29,f,75,3666.904286614835
2004,29,f,80,2769.9925404496744
2004,29,f,85,1917.2241017020383
2004,29,f,90,1243.0354065980248
2004,29,f,95,293.95429712124394
2004,29,f,TOT,19098.0
2004,29,f,UNK,62.0
2004,29,b,0,340.0
2004,29,b,1,87.0
2004,29,b,5,107.0
2004,29,b,10,145.0
2004,29,b,15,429.0
2004,29,b,20,740.0
2004,29,b,25,990.0
2004,29,b,30,1028.0
2004,29,b,35,1203.0
2004,29,b,40,2058.0
2004,29,b,45,2661.0
2004,29,b,50,3217.0
2004,29,b,55,2954.0
2004,29,b,60,3031.0
2004,29,b,65,4949.0
2004,29,b,70,4875.0
2004,29,b,75,6011.0
2004,29,b,80,3681.0
2004,29,b,85,2405.0
2004,29,b,90,1476.0
2004,29,b,95,334.0
2004,29,b,TOT,43018.0
2004,29,b,UNK,297.0
2004,30,m,0,175.5502659574468
2004,30,m,1,51.45438829787234
2004,30,m,5,46.40984042553192
2004,30,m,10,55.49002659574468
2004,30,m,15,288.54813829787236
2004,30,m,20,577.0962765957447
2004,30,m,25,752.6465425531915
2004,30,m,30,858.5820478723405
2004,30,m,35,922.1433510638298
2004,30,m,40,1574.9078457446808
2004,30,m,45,1949.2132978723405
2004,30,m,50,2290.2247340425533
2004,30,m,55,1916.9281914893618
2004,30,m,60,1944.16875
2004,30,m,65,2862.2764627659576
2004,30,m,70,2424.4097074468086
2004,30,m,75,2417.347340425532
2004,30,m,80,896.9206117021276
2004,30,m,85,463.0894946808511
2004,30,m,90,250.2095744680851
2004,30,m,95,43.38311170212766
2004,30,m,TOT,22761.0
2004,30,m,UNK,201.0
2004,30,f,0,115.38017559072188
2004,30,f,1,34.112399739865594
2004,30,f,5,27.08925861695209
2004,30,f,10,44.14545848688489
2004,30,f,15,104.34381096900066
2004,30,f,20,129.42645783654888
2004,30,f,25,186.61489269455885
2004,30,f,30,198.654563190982
2004,30,f,35,285.9421742900499
2004,30,f,40,436.43805549533926
2004,30,f,45,638.102536310427
2004,30,f,50,791.6083351398222
2004,30,f,55,828.7306525037936
2004,30,f,60,957.1538044656406
2004,30,f,65,1773.844786473011
2004,30,f,70,2373.8216995447647
2004,30,f,75,3594.844949057013
2004,30,f,80,2746.0481790591807
2004,30,f,85,1792.9075980923478
2004,30,f,90,1142.7653912854976
2004,30,f,95,311.02482115759807
2004,30,f,TOT,18513.0
2004,30,f,UNK,61.0
2004,30,b,0,289.0
2004,30,b,1,85.0
2004,30,b,5,73.0
2004,30,b,10,99.0
2004,30,b,15,390.0
2004,30,b,20,701.0
2004,30,b,25,932.0
2004,30,b,30,1049.0
2004,30,b,35,1199.0
2004,30,b,40,1996.0
2004,30,b,45,2568.0
2004,30,b,50,3059.0
2004,30,b,55,2726.0
2004,30,b,60,2881.0
2004,30,b,65,4605.0
2004,30,b,70,4769.0
2004,30,b,75,5979.0
2004,30,b,80,3626.0
2004,30,b,85,2246.0
2004,30,b,90,1387.0
2004,30,b,95,353.0
2004,30,b,TOT,41274.0
2004,30,b,UNK,262.0
2004,31,m,0,185.64203433046487
2004,31,m,1,61.544370076947594
2004,31,m,5,56.49974957883713
2004,31,m,10,69.61576287392433
2004,31,m,15,275.43627919683104
2004,31,m,20,575.0867367845923
2004,31,m,25,702.2111733369758
2004,31,m,30,824.2909893912489
2004,31,m,35,946.370805445522
2004,31,m,40,1501.2790602376724
2004,31,m,45,1986.5715521558986
2004,31,m,50,2231.740108364067
2004,31,m,55,1816.063379319765
2004,31,m,60,1855.4114192050267
2004,31,m,65,2807.8357692482814
2004,31,m,70,2366.935937713427
2004,31,m,75,2321.534353230433
2004,31,m,80,861.6211810772663
2004,31,m,85,454.0158448299413
2004,31,m,90,225.99899831534853
2004,31,m,95,33.294495287529024
2004,31,m,TOT,22159.0
2004,31,m,UNK,196.0
2004,31,f,0,151.54777318897197
2004,31,f,1,36.13059493247014
2004,31,f,5,20.07255274026119
2004,31,f,10,34.123339658444024
2004,31,f,15,98.35550842727983
2004,31,f,20,128.4643375376716
2004,31,f,25,164.59493247014177
2004,31,f,30,184.66748521040296
2004,31,f,35,260.9431856233955
2004,31,f,40,461.66871302600737
2004,31,f,45,587.1221676526399
2004,31,f,50,779.8186739591472
2004,31,f,55,810.931130706552
2004,31,f,60,970.5079249916286
2004,31,f,65,1864.7401495702645
2004,31,f,70,2198.9481526956133
2004,31,f,75,3424.377497488559
2004,31,f,80,2633.5189195222683
2004,31,f,85,1746.3120884027235
2004,31,f,90,1157.1826654760575
2004,31,f,95,268.9722067194999
2004,31,f,TOT,17983.0
2004,31,f,UNK,65.0
2004,31,b,0,335.0
2004,31,b,1,97.0
2004,31,b,5,76.0
2004,31,b,10,103.0
2004,31,b,15,371.0
2004,31,b,20,698.0
2004,31,b,25,860.0
2004,31,b,30,1001.0
2004,31,b,35,1198.0
2004,31,b,40,1948.0
2004,31,b,45,2554.0
2004,31,b,50,2989.0
2004,31,b,55,2608.0
2004,31,b,60,2806.0
2004,31,b,65,4641.0
2004,31,b,70,4537.0
2004,31,b,75,5713.0
2004,31,b,80,3478.0
2004,31,b,85,2190.0
2004,31,b,90,1377.0
2004,31,b,95,301.0
2004,31,b,TOT,40142.0
2004,31,b,UNK,261.0
2004,32,m,0,209.66542215824748
2004,32,m,1,47.37632135306554
2004,32,m,5,46.36831451576627
2004,32,m,10,64.51243758715307
2004,32,m,15,299.37803067788224
2004,32,m,20,529.2035895821151
2004,32,m,25,748.9490801133552
2004,32,m,30,792.2933741172237
2004,32,m,35,926.3582834780261
2004,32,m,40,1480.762043992623
2004,32,m,45,1945.4531959875849
2004,32,m,50,2236.767171967073
2004,32,m,55,1904.1249156583149
2004,32,m,60,1965.6133327335701
2004,32,m,65,2878.867527326706
2004,32,m,70,2425.264450542036
2004,32,m,75,2304.303630066124
2004,32,m,80,892.0860510098511
2004,32,m,85,461.66713148306417
2004,32,m,90,198.57734694795556
2004,32,m,95,51.40834870226261
2004,32,m,TOT,22409.0
2004,32,m,UNK,178.0
2004,32,f,0,134.38739089342303
2004,32,f,1,31.089620281314282
2004,32,f,5,23.066492466781565
2004,32,f,10,32.09251125813087
2004,32,f,15,96.27753377439262
2004,32,f,20,130.37582698615668
2004,32,f,25,162.46833824428754
2004,32,f,30,215.62156001556679
2004,32,f,35,237.68516150553177
2004,32,f,40,418.2055373325179
2004,32,f,45,616.7779507422027
2004,32,f,50,803.3156724300884
2004,32,f,55,795.2925446155557
2004,32,f,60,861.4833490854506
2004,32,f,65,1825.2615778061934
2004,32,f,70,2367.8255962639682
2004,32,f,75,3440.9189414577195
2004,32,f,80,2672.7044532162117
2004,32,f,85,1791.1632845944293
2004,32,f,90,1126.2465669650303
2004,32,f,95,256.74009006504696
2004,32,f,TOT,18039.0
2004,32,f,UNK,52.0
2004,32,b,0,342.0
2004,32,b,1,78.0
2004,32,b,5,69.0
2004,32,b,10,96.0
2004,32,b,15,393.0
2004,32,b,20,655.0
2004,32,b,25,905.0
2004,32,b,30,1001.0
2004,32,b,35,1156.0
2004,32,b,40,1886.0
2004,32,b,45,2545.0
2004,32,b,50,3020.0
2004,32,b,55,2682.0
2004,32,b,60,2809.0
2004,32,b,65,4676.0
2004,32,b,70,4767.0
2004,32,b,75,5717.0
2004,32,b,80,3550.0
2004,32,b,85,2244.0
2004,32,b,90,1320.0
2004,32,b,95,307.0
2004,32,b,TOT,40448.0
2004,32,b,UNK,230.0
2004,33,m,0,188.95440646250742
2004,33,m,1,41.42850622974762
2004,33,m,5,25.261284286431472
2004,33,m,10,62.64798503035005
2004,33,m,15,224.3202044635115
2004,33,m,20,531.4974213865182
2004,33,m,25,666.8979051617908
2004,33,m,30,765.9221395646023
2004,33,m,35,869.9986308247
2004,33,m,40,1471.217196841769
2004,33,m,45,2007.7668750855735
2004,33,m,50,2285.6410022363198
2004,33,m,55,1981.4951394276848
2004,33,m,60,1875.3977454246726
2004,33,m,65,2862.6087353384146
2004,33,m,70,2409.9265209255627
2004,33,m,75,2277.5573912646614
2004,33,m,80,898.2912692255031
2004,33,m,85,454.7031171557665
2004,33,m,90,202.09027429145178
2004,33,m,95,36.376249372461324
2004,33,m,TOT,22140.0
2004,33,m,UNK,229.0
2004,33,f,0,148.56330460091795
2004,33,f,1,30.114183365050934
2004,33,f,5,16.060897794693833
2004,33,f,10,25.09515280420911
2004,33,f,15,104.3958356655099
2004,33,f,20,130.4947945818874
2004,33,f,25,151.57472293742305
2004,33,f,30,213.81070189186164
2004,33,f,35,224.85256912571364
2004,33,f,40,456.73178103660587
2004,33,f,45,615.3331467592075
2004,33,f,50,845.2047464457629
2004,33,f,55,797.0220530616814
2004,33,f,60,988.749020485839
2004,33,f,65,1871.0945930818314
2004,33,f,70,2262.5789768274935
2004,33,f,75,3363.7542818761895
2004,33,f,80,2626.96059554461
2004,33,f,85,1670.3333706481585
2004,33,f,90,1141.3275495354305
2004,33,f,95,249.94772192992275
2004,33,f,TOT,17934.0
2004,33,f,UNK,68.0
2004,33,b,0,335.0
2004,33,b,1,71.0
2004,33,b,5,41.0
2004,33,b,10,87.0
2004,33,b,15,326.0
2004,33,b,20,656.0
2004,33,b,25,811.0
2004,33,b,30,971.0
2004,33,b,35,1085.0
2004,33,b,40,1911.0
2004,33,b,45,2600.0
2004,33,b,50,3104.0
2004,33,b,55,2755.0
2004,33,b,60,2841.0
2004,33,b,65,4697.0
2004,33,b,70,4639.0
2004,33,b,75,5605.0
2004,33,b,80,3506.0
2004,33,b,85,2114.0
2004,33,b,90,1337.0
2004,33,b,95,285.0
2004,33,b,TOT,40074.0
2004,33,b,UNK,297.0
2004,34,m,0,183.7976087333218
2004,34,m,1,53.523479466297005
2004,34,m,5,35.34569398717726
2004,34,m,10,56.55311037948363
2004,34,m,15,249.43961185236526
2004,34,m,20,531.1952867787212
2004,34,m,25,673.5879396984925
2004,34,m,30,827.089239299948
2004,34,m,35,978.5707849592792
2004,34,m,40,1630.9513082654653
2004,34,m,45,2038.941604574597
2004,34,m,50,2307.5688788771445
2004,34,m,55,2055.0996361115926
2004,34,m,60,2032.882342748224
2004,34,m,65,2995.295096170508
2004,34,m,70,2594.3739386588113
2004,34,m,75,2350.9935886328194
2004,34,m,80,967.4621382775948
2004,34,m,85,465.5532836596777
2004,34,m,90,238.330965170681
2004,34,m,95,45.44446369779934
2004,34,m,TOT,23312.0
2004,34,m,UNK,228.0
2004,34,f,0,128.50665953463493
2004,34,f,1,21.083123829901044
2004,34,f,5,36.14249799411608
2004,34,f,10,28.11083177320139
2004,34,f,15,86.34041187483284
2004,34,f,20,117.46311848087724
2004,34,f,25,152.60165819737898
2004,34,f,30,221.87477935276812
2004,34,f,35,255.00540251404118
2004,34,f,40,418.65060176517784
2004,34,f,45,615.4264241775876
2004,34,f,50,838.3051618079701
2004,34,f,55,836.2972452527414
2004,34,f,60,982.8751537844344
2004,34,f,65,1934.6276009628243
2004,34,f,70,2380.3850762235893
2004,34,f,75,3690.550628510297
2004,34,f,80,2751.8496389408933
2004,34,f,85,1878.4059374164215
2004,34,f,90,1125.43722920567
2004,34,f,95,269.0608184006419
2004,34,f,TOT,18769.0
2004,34,f,UNK,74.0
2004,34,b,0,310.0
2004,34,b,1,74.0
2004,34,b,5,71.0
2004,34,b,10,84.0
2004,34,b,15,333.0
2004,34,b,20,643.0
2004,34,b,25,819.0
2004,34,b,30,1040.0
2004,34,b,35,1223.0
2004,34,b,40,2032.0
2004,34,b,45,2632.0
2004,34,b,50,3120.0
2004,34,b,55,2868.0
2004,34,b,60,2992.0
2004,34,b,65,4893.0
2004,34,b,70,4940.0
2004,34,b,75,6004.0
2004,34,b,80,3699.0
2004,34,b,85,2332.0
2004,34,b,90,1357.0
2004,34,b,95,313.0
2004,34,b,TOT,42081.0
2004,34,b,UNK,302.0
2004,35,m,0,181.51512348533902
2004,35,m,1,35.29460734437147
2004,35,m,5,31.260937933586163
2004,35,m,10,57.479789103690685
2004,35,m,15,230.92757376745908
2004,35,m,20,432.61104430672464
2004,35,m,25,679.6732957173249
2004,35,m,30,772.4476921653871
2004,35,m,35,872.2810100823235
2004,35,m,40,1432.9610581814818
2004,35,m,45,1848.4290074923688
2004,35,m,50,2236.669688280455
2004,35,m,55,1910.9508833595412
2004,35,m,60,1821.201738969568
2004,35,m,65,2905.2503931181204
2004,35,m,70,2392.974377948386
2004,35,m,75,2354.6545185459254
2004,35,m,80,891.4409397835537
2004,35,m,85,453.78780871334754
2004,35,m,90,226.89390435667377
2004,35,m,95,35.29460734437147
2004,35,m,TOT,21804.0
2004,35,m,UNK,182.0
2004,35,f,0,121.37259430331024
2004,35,f,1,34.104695919938415
2004,35,f,5,35.10777521170131
2004,35,f,10,32.098537336412626
2004,35,f,15,107.32948421862972
2004,35,f,20,124.38183217859893
2004,35,f,25,192.59122401847574
2004,35,f,30,197.60662047729022
2004,35,f,35,249.76674364896073
2004,35,f,40,418.284064665127
2004,35,f,45,660.0261739799846
2004,35,f,50,772.3710546574288
2004,35,f,55,815.5034642032333
2004,35,f,60,923.8360277136259
2004,35,f,65,1841.6535796766743
2004,35,f,70,2287.0207852193994
2004,35,f,75,3584.002309468822
2004,35,f,80,2689.25558121632
2004,35,f,85,1763.4133949191687
2004,35,f,90,1133.479599692071
2004,35,f,95,258.7944572748268
2004,35,f,TOT,18242.0
2004,35,f,UNK,56.0
2004,35,b,0,301.0
2004,35,b,1,69.0
2004,35,b,5,66.0
2004,35,b,10,89.0
2004,35,b,15,336.0
2004,35,b,20,553.0
2004,35,b,25,866.0
2004,35,b,30,963.0
2004,35,b,35,1114.0
2004,35,b,40,1838.0
2004,35,b,45,2491.0
2004,35,b,50,2988.0
2004,35,b,55,2708.0
2004,35,b,60,2727.0
2004,35,b,65,4717.0
2004,35,b,70,4653.0
2004,35,b,75,5908.0
2004,35,b,80,3565.0
2004,35,b,85,2208.0
2004,35,b,90,1355.0
2004,35,b,95,293.0
2004,35,b,TOT,40046.0
2004,35,b,UNK,238.0
2004,36,m,0,169.7472
2004,36,m,1,38.3952
2004,36,m,5,64.6656
2004,36,m,10,82.8528
2004,36,m,15,214.2048
2004,36,m,20,448.6176
2004,36,m,25,604.2192
2004,36,m,30,730.5192
2004,36,m,35,832.5696
2004,36,m,40,1415.5704
2004,36,m,45,1905.6144
2004,36,m,50,2235.0048
2004,36,m,55,1889.448
2004,36,m,60,1710.6072
2004,36,m,65,2871.5568
2004,36,m,70,2349.18
2004,36,m,75,2336.0448
2004,36,m,80,861.8712
2004,36,m,85,430.4304
2004,36,m,90,226.3296
2004,36,m,95,53.5512
2004,36,m,TOT,21471.0
2004,36,m,UNK,221.0
2004,36,f,0,108.38385072471816
2004,36,f,1,45.1599378019659
2004,36,f,5,55.195479535736105
2004,36,f,10,76.27011717665353
2004,36,f,15,86.30565891042373
2004,36,f,20,122.43360915199645
2004,36,f,25,142.50469261953685
2004,36,f,30,221.78547231632143
2004,36,f,35,260.9240850780252
2004,36,f,40,401.42166935080803
2004,36,f,45,610.1609374132282
2004,36,f,50,818.9002054756484
2004,36,f,55,844.9926139834508
2004,36,f,60,898.180985172433
2004,36,f,65,1807.4010662520132
2004,36,f,70,2304.160382073638
2004,36,f,75,3458.247681457211
2004,36,f,80,2675.4754262231354
2004,36,f,85,1788.3335369578497
2004,36,f,90,1070.7923029932804
2004,36,f,95,273.9702893319265
2004,36,f,TOT,18071.0
2004,36,f,UNK,64.0
2004,36,b,0,276.0
2004,36,b,1,83.0
2004,36,b,5,119.0
2004,36,b,10,158.0
2004,36,b,15,298.0
2004,36,b,20,566.0
2004,36,b,25,740.0
2004,36,b,30,944.0
2004,36,b,35,1084.0
2004,36,b,40,1801.0
2004,36,b,45,2494.0
2004,36,b,50,3028.0
2004,36,b,55,2712.0
2004,36,b,60,2588.0
2004,36,b,65,4643.0
2004,36,b,70,4621.0
2004,36,b,75,5758.0
2004,36,b,80,3519.0
2004,36,b,85,2208.0
2004,36,b,90,1291.0
2004,36,b,95,326.0
2004,36,b,TOT,39542.0
2004,36,b,UNK,285.0
2004,37,m,0,207.27154456955722
2004,37,m,1,31.34350186173792
2004,37,m,5,23.254856219999102
2004,37,m,10,39.43214750347674
2004,37,m,15,168.85047777129785
2004,37,m,20,455.9973980530259
2004,37,m,25,614.7370687721502
2004,37,m,30,717.8673007043201
2004,37,m,35,885.7066977704006
2004,37,m,40,1543.9202368668969
2004,37,m,45,2012.050603382531
2004,37,m,50,2350.762639630344
2004,37,m,55,2006.9951998564443
2004,37,m,60,1957.452245300794
2004,37,m,65,2974.5994347494507
2004,37,m,70,2472.0923242564263
2004,37,m,75,2361.884527387735
2004,37,m,80,931.2053295051815
2004,37,m,85,493.4073841460679
2004,37,m,90,238.61504643129513
2004,37,m,95,50.554035260867614
2004,37,m,TOT,22538.0
2004,37,m,UNK,247.0
2004,37,f,0,135.5262146582487
2004,37,f,1,28.109140818007138
2004,37,f,5,16.062366181718364
2004,37,f,10,27.10524293164974
2004,37,f,15,72.28064781773264
2004,37,f,20,118.45995059017294
2004,37,f,25,150.58468295360967
2004,37,f,30,203.79127093055175
2004,37,f,35,253.98616524842163
2004,37,f,40,434.68778479275323
2004,37,f,45,710.7597035410377
2004,37,f,50,846.2859181992864
2004,37,f,55,837.2508372220698
2004,37,f,60,1020.9641504254735
2004,37,f,65,1918.448860828987
2004,37,f,70,2215.6026351907767
2004,37,f,75,3530.708866318968
2004,37,f,80,2632.220258029097
2004,37,f,85,1742.7667307164425
2004,37,f,90,1136.4124073565742
2004,37,f,95,253.98616524842163
2004,37,f,TOT,18286.0
2004,37,f,UNK,71.0
2004,37,b,0,340.0
2004,37,b,1,59.0
2004,37,b,5,39.0
2004,37,b,10,66.0
2004,37,b,15,239.0
2004,37,b,20,569.0
2004,37,b,25,758.0
2004,37,b,30,913.0
2004,37,b,35,1129.0
2004,37,b,40,1960.0
2004,37,b,45,2698.0
2004,37,b,50,3168.0
2004,37,b,55,2819.0
2004,37,b,60,2953.0
2004,37,b,65,4853.0
2004,37,b,70,4652.0
2004,37,b,75,5853.0
2004,37,b,80,3543.0
2004,37,b,85,2224.0
2004,37,b,90,1368.0
2004,37,b,95,303.0
2004,37,b,TOT,40824.0
2004,37,b,UNK,318.0
2004,38,m,0,189.83601718824602
2004,38,m,1,34.332045661704065
2004,38,m,5,35.341811710577716
2004,38,m,10,50.48830244368245
2004,38,m,15,176.7090585528886
2004,38,m,20,443.28729545553193
2004,38,m,25,668.4651243543557
2004,38,m,30,759.3440687529841
2004,38,m,35,866.3792699335909
2004,38,m,40,1538.883458483441
2004,38,m,45,2043.7664829202656
2004,38,m,50,2460.7998611050825
2004,38,m,55,2076.0789964842224
2004,38,m,60,1984.1902860367204
2004,38,m,65,3124.21615521507
2004,38,m,70,2610.2452363383827
2004,38,m,75,2442.624072225357
2004,38,m,80,998.6586223360389
2004,38,m,85,469.5412127262468
2004,38,m,90,236.28525543643389
2004,38,m,95,54.527366639177046
2004,38,m,TOT,23264.0
2004,38,m,UNK,225.0
2004,38,f,0,130.39931278633904
2004,38,f,1,36.11057892544773
2004,38,f,5,16.04914618908788
2004,38,f,10,16.04914618908788
2004,38,f,15,65.19965639316952
2004,38,f,20,122.37473969179509
2004,38,f,25,156.47917534360684
2004,38,f,30,229.70340483132028
2004,38,f,35,266.81705539358603
2004,38,f,40,426.3054456476468
2004,38,f,45,655.0057788421491
2004,38,f,50,843.5832465639317
2004,38,f,55,923.828977509371
2004,38,f,60,1029.1514993752603
2004,38,f,65,2097.4227925864225
2004,38,f,70,2360.2275614327364
2004,38,f,75,3779.5739275301958
2004,38,f,80,2755.4377863390255
2004,38,f,85,1826.5934506455644
2004,38,f,90,1237.7903998334027
2004,38,f,95,292.89691795085383
2004,38,f,TOT,19267.0
2004,38,f,UNK,59.0
2004,38,b,0,318.0
2004,38,b,1,70.0
2004,38,b,5,51.0
2004,38,b,10,66.0
2004,38,b,15,240.0
2004,38,b,20,561.0
2004,38,b,25,818.0
2004,38,b,30,981.0
2004,38,b,35,1124.0
2004,38,b,40,1949.0
2004,38,b,45,2677.0
2004,38,b,50,3278.0
2004,38,b,55,2977.0
2004,38,b,60,2991.0
2004,38,b,65,5185.0
2004,38,b,70,4938.0
2004,38,b,75,6187.0
2004,38,b,80,3736.0
2004,38,b,85,2286.0
2004,38,b,90,1468.0
2004,38,b,95,346.0
2004,38,b,TOT,42531.0
2004,38,b,UNK,284.0
2004,39,m,0,204.01068643081828
2004,39,m,1,49.48774076787176
2004,39,m,5,20.199077864437456
2004,39,m,10,42.41806351531866
2004,39,m,15,229.2595337613651
2004,39,m,20,457.50911362950836
2004,39,m,25,639.3008144094455
2004,39,m,30,766.5550049554014
2004,39,m,35,911.988365579351
2004,39,m,40,1574.5181195328996
2004,39,m,45,2135.0425302710387
2004,39,m,50,2390.5608652561727
2004,39,m,55,2115.8534062998233
2004,39,m,60,2011.8281552979704
2004,39,m,65,3075.3096048606026
2004,39,m,70,2657.188693066747
2004,39,m,75,2452.168052742707
2004,39,m,80,938.2471668031197
2004,39,m,85,481.7480070668333
2004,39,m,90,244.4088421596932
2004,39,m,95,40.39815572887491
2004,39,m,TOT,23438.0
2004,39,m,UNK,231.0
2004,39,f,0,139.45422480419109
2004,39,f,1,32.10456973909435
2004,39,f,5,14.045749260853778
2004,39,f,10,26.08496291301416
2004,39,f,15,90.29410239120287
2004,39,f,20,119.38886871725713
2004,39,f,25,164.53591991285856
2004,39,f,30,199.650293064993
2004,39,f,35,259.84636132579493
2004,39,f,40,467.5227968255615
2004,39,f,45,658.1436796514342
2004,39,f,50,884.882203433788
2004,39,f,55,936.0488614554697
2004,39,f,60,1016.3102858032056
2004,39,f,65,2074.7578193889726
2004,39,f,70,2459.0093884537578
2004,39,f,75,3695.0353234088907
2004,39,f,80,2815.169458996836
2004,39,f,85,1831.9670107370714
2004,39,f,90,1156.7677784117434
2004,39,f,95,300.9803413040095
2004,39,f,TOT,19342.0
2004,39,f,UNK,63.0
2004,39,b,0,341.0
2004,39,b,1,81.0
2004,39,b,5,34.0
2004,39,b,10,68.0
2004,39,b,15,317.0
2004,39,b,20,572.0
2004,39,b,25,797.0
2004,39,b,30,958.0
2004,39,b,35,1162.0
2004,39,b,40,2025.0
2004,39,b,45,2770.0
2004,39,b,50,3249.0
2004,39,b,55,3028.0
2004,39,b,60,3005.0
2004,39,b,65,5113.0
2004,39,b,70,5082.0
2004,39,b,75,6111.0
2004,39,b,80,3735.0
2004,39,b,85,2303.0
2004,39,b,90,1395.0
2004,39,b,95,340.0
2004,39,b,TOT,42780.0
2004,39,b,UNK,294.0
2004,40,m,0,182.3587287766652
2004,40,m,1,43.5634740966478
2004,40,m,5,22.288289072703527
2004,40,m,10,35.45864170657379
2004,40,m,15,216.80426643447976
2004,40,m,20,440.7002612102743
2004,40,m,25,600.7707009142359
2004,40,m,30,723.3562908141054
2004,40,m,35,944.2129734436221
2004,40,m,40,1597.665084893339
2004,40,m,45,2127.5185023944277
2004,40,m,50,2459.816630387462
2004,40,m,55,2063.6929473225946
2004,40,m,60,1913.7535481062255
2004,40,m,65,3029.181105790161
2004,40,m,70,2552.009098824554
2004,40,m,75,2567.2056595559425
2004,40,m,80,985.7502394427514
2004,40,m,85,472.10648672181105
2004,40,m,90,249.2235959947758
2004,40,m,95,43.5634740966478
2004,40,m,TOT,23271.0
2004,40,m,UNK,301.0
2004,40,f,0,146.5712348061975
2004,40,f,1,25.09781417914341
2004,40,f,5,12.046950805988835
2004,40,f,10,22.0860764776462
2004,40,f,15,80.3130053732589
2004,40,f,20,106.41473211956806
2004,40,f,25,180.70426208983255
2004,40,f,30,197.77077573165005
2004,40,f,35,269.04856800041733
2004,40,f,40,433.6902290155981
2004,40,f,45,644.5118681204027
2004,40,f,50,863.3648077625332
2004,40,f,55,909.5447858521571
2004,40,f,60,984.8382283895874
2004,40,f,65,1913.4573530178934
2004,40,f,70,2421.4371120037563
2004,40,f,75,3732.5469247222077
2004,40,f,80,2841.0725650790337
2004,40,f,85,1839.1678230476289
2004,40,f,90,1301.0706870467943
2004,40,f,95,319.24419635870413
2004,40,f,TOT,19244.0
2004,40,f,UNK,75.0
2004,40,b,0,326.0
2004,40,b,1,68.0
2004,40,b,5,34.0
2004,40,b,10,57.0
2004,40,b,15,294.0
2004,40,b,20,541.0
2004,40,b,25,773.0
2004,40,b,30,911.0
2004,40,b,35,1200.0
2004,40,b,40,2009.0
2004,40,b,45,2742.0
2004,40,b,50,3288.0
2004,40,b,55,2943.0
2004,40,b,60,2870.0
2004,40,b,65,4896.0
2004,40,b,70,4931.0
2004,40,b,75,6252.0
2004,40,b,80,3803.0
2004,40,b,85,2298.0
2004,40,b,90,1542.0
2004,40,b,95,361.0
2004,40,b,TOT,42515.0
2004,40,b,UNK,376.0
2004,41,m,0,191.34704859673815
2004,41,m,1,42.521566354830696
2004,41,m,5,19.235946684328173
2004,41,m,10,53.658167066810165
2004,41,m,15,184.26012087093304
2004,41,m,20,457.6130474377018
2004,41,m,25,660.0966967464194
2004,41,m,30,787.6613958109115
2004,41,m,35,958.7600794767778
2004,41,m,40,1663.4031790711151
2004,41,m,45,2244.5312525871345
2004,41,m,50,2560.405745508734
2004,41,m,55,2239.469161354417
2004,41,m,60,2095.7057703452274
2004,41,m,65,3123.310290586969
2004,41,m,70,2614.0639125755442
2004,41,m,75,2648.4861329580262
2004,41,m,80,1039.7535392002649
2004,41,m,85,554.8051991058862
2004,41,m,90,270.31567182713803
2004,41,m,95,48.596075834092225
2004,41,m,TOT,24458.0
2004,41,m,UNK,300.0
2004,41,f,0,147.58189015338942
2004,41,f,1,32.12666996536368
2004,41,f,5,12.04750123701138
2004,41,f,10,23.091044037605148
2004,41,f,15,75.29688273132113
2004,41,f,20,116.45917862444334
2004,41,f,25,158.62543295398316
2004,41,f,30,211.83523008411677
2004,41,f,35,274.0806531420089
2004,41,f,40,462.8248391885205
2004,41,f,45,693.735279564572
2004,41,f,50,939.7050964868877
2004,41,f,55,1008.9782285997031
2004,41,f,60,1109.3740722414645
2004,41,f,65,2134.4156358238497
2004,41,f,70,2503.872340425532
2004,41,f,75,3866.2439386442356
2004,41,f,80,2960.6734289955466
2004,41,f,85,1958.722909450767
2004,41,f,90,1273.0192973775358
2004,41,f,95,327.2904502721425
2004,41,f,TOT,20290.0
2004,41,f,UNK,80.0
2004,41,b,0,336.0
2004,41,b,1,74.0
2004,41,b,5,31.0
2004,41,b,10,76.0
2004,41,b,15,257.0
2004,41,b,20,568.0
2004,41,b,25,810.0
2004,41,b,30,989.0
2004,41,b,35,1220.0
2004,41,b,40,2104.0
2004,41,b,45,2908.0
2004,41,b,50,3465.0
2004,41,b,55,3217.0
2004,41,b,60,3175.0
2004,41,b,65,5211.0
2004,41,b,70,5076.0
2004,41,b,75,6467.0
2004,41,b,80,3976.0
2004,41,b,85,2499.0
2004,41,b,90,1535.0
2004,41,b,95,374.0
2004,41,b,TOT,44748.0
2004,41,b,UNK,380.0
2004,42,m,0,190.48285982146496
2004,42,m,1,36.47544124240819
2004,42,m,5,30.396201035340155
2004,42,m,10,56.739575265968284
2004,42,m,15,171.23193249908286
2004,42,m,20,481.2731830595524
2004,42,m,25,656.5579423633474
2004,42,m,30,778.1427465047079
2004,42,m,35,999.0218073615131
2004,42,m,40,1654.5665430236825
2004,42,m,45,2228.0415358904334
2004,42,m,50,2672.8392777075774
2004,42,m,55,2324.296172502344
2004,42,m,60,2083.1529776219786
2004,42,m,65,3391.202828842783
2004,42,m,70,2645.4826967757713
2004,42,m,75,2682.9713447193576
2004,42,m,80,980.784086740309
2004,42,m,85,504.57693718664655
2004,42,m,90,249.24884848978925
2004,42,m,95,39.5150613459422
2004,42,m,TOT,24857.0
