DaysToCase,2014,2015,2016,2017,2018
167,0.5607952236144215,0.5197121269680469,0.5161333576999896,0.5295180484545282,0.5483820031274991
168,0.5677756098549543,0.5274154742307204,0.5290015474268487,0.5355627750350594,0.5322860795729486
169,0.5668749148561759,0.537440378202693,0.5173228542293631,0.549190885871166,0.5425752458957942
170,0.6014390854342982,0.5381790553374699,0.5461951790787025,0.560071393716122,0.5690622087070797
171,0.6034656491815498,0.5425055928411633,0.5538728384955681,0.5480918446747058,0.5605048822603567
172,0.6126977729190287,0.5654045840192478,0.5696607015217986,0.5747985457486888,0.5618292304009209
173,0.6066180816772743,0.578384196530328,0.5698769736180483,0.5800739434916978,0.5743596012693367
174,0.6193403985350195,0.5812333797644675,0.5898821425211487,0.5830413547221404,0.581490706641606
175,0.654692677237073,0.5930522139208982,0.6006957473336354,0.6101876722747076,0.6148031560234919
176,0.6907204771882104,0.6160567304039508,0.6218904127661092,0.6305199344092214,0.6343627593302873
177,0.7059197052925964,0.6514077075682748,0.6656855122566804,0.6528304706973637,0.6563673130504322
178,0.7663788570855987,0.6822210966189692,0.6774723415022909,0.686790843667984,0.6964033760690291
179,0.7984661164170802,0.7209488835422735,0.7207267607522376,0.7234988196297549,0.7221772283430876
180,0.827175769503143,0.7617871765649402,0.7583581054996913,0.755151206087809,0.7644544959072549
181,0.8741244963144686,0.7869021991473555,0.7807422674615387,0.781198482443916,0.766491954585046
182,0.7866444945581135,0.755877759486725,0.7742541045740468,0.7105301335115245,0.6938565527217901
183,0.6348773872639476,0.6592165801359167,0.6248100860654807,0.5478720364354137,0.5561243461031056
184,0.49752139995023664,0.5115866784855009,0.4466018787557001,0.44148484861806564,0.4281719411378188
185,0.32346209143630456,0.30064159385420625,0.2831001739909014,0.28025550509735303,0.27485317563403167
186,0.17608587226118352,0.163880798615508,0.151066059230439,0.15122806863292465,0.1462895330654075
187,0.16482718477645314,0.14383099067156305,0.13614328458920738,0.1379296701557561,0.13141608471753183
188,0.1501908910463036,0.12399223333755434,0.11938219712985301,0.11968558629451666,0.12652618389083298
189,0.14264757043153423,0.12093199949347853,0.11602997963798213,0.11583894210690593,0.11185648141073638
190,0.12913714544985774,0.10985184247182475,0.10835232022111659,0.11452009267115368,0.10829092872460179
191,0.11799104483997465,0.10204296990418303,0.10240483757424891,0.09814437884389658,0.10319728203012384
192,0.1053813148570766,0.10320374825883247,0.09645735492738124,0.08990156987044502,0.09535306612062774
193,0.10459320673314547,0.0925456924570512,0.08921223970301516,0.08726387099894053,0.0863882479383465
194,0.10177853486196287,0.09191254062724241,0.08813087922176649,0.08627473392212634,0.08536951859945091
195,0.09299675862387315,0.0820986872652062,0.07774981860177926,0.08308751445239174,0.07956276136774601
196,0.09265899799933124,0.08252078848507872,0.07753354650552953,0.07935077438442703,0.07416349587159936
197,0.0889436311293702,0.07650584610189524,0.07309996853240999,0.07737250023079865,0.07548784401216363
198,0.0860163723833403,0.08009370647081171,0.07104538361803753,0.07715269199150661,0.07212603719380817
199,0.07903598614280744,0.07428981469756447,0.06920707079991478,0.07275652720566578,0.06794924690433622
200,0.08207583176368465,0.06785277109450846,0.06801757427054125,0.06660189650548862,0.06815299277211534
201,0.07678424864586136,0.0665864674348909,0.06693621378929258,0.061106690523187575,0.06570804235876591
202,0.06856540678200816,0.06500358786036892,0.06131313928679951,0.06044726580531145,0.06112376033373573
203,0.07610872739677754,0.06078257566164366,0.05958296251680164,0.058139279292745004,0.061633125003183534
204,0.06563814803597826,0.06289308176100629,0.058177193891178376,0.05374311450690417,0.06092001446595661
205,0.06676401678445129,0.06036047444177114,0.056663289217430225,0.05780956693380695,0.060206903928729696
206,0.06439969241265792,0.06173230340635684,0.05763651365055404,0.054842155703364384,0.05531700310203084
207,0.06248571554025374,0.053606854923810725,0.05633888107305563,0.05275397743008999,0.05460389256480392
208,0.06147243366662801,0.05877759486724917,0.05709583340992971,0.05561148454088653,0.05164957748200669
209,0.059108109294834635,0.05445105736355578,0.05179716705181123,0.0512153197550457,0.051038339878669334
210,0.05539274242487359,0.05329027900890633,0.048661221656190086,0.05165493623362978,0.048084024795872114
211,0.05584308992426281,0.05001899455489426,0.050066990281813356,0.044071551978054346,0.04798215186198255
212,0.05573050304941551,0.0447427293064877,0.04876935770431495,0.045610209653098636,0.051445831614227576
213,0.05257807055369099,0.04949136803005361,0.04530900416431921,0.04780829204601905,0.046352184919749594
214,0.05482980805063707,0.04505930522139209,0.04282187505744728,0.044071551978054346,0.04706529545697651
215,0.051227028055523344,0.041788020767380016,0.043795099490571074,0.04110414074761178,0.0458428202503018
216,0.05032633305674491,0.04484825461145583,0.04487645997181974,0.04341212726017822,0.04166602996082986
217,0.04965081180766109,0.042526697902156935,0.03968592966182614,0.038576345995753304,0.04034168182026558
218,0.04829976930949344,0.04221012198725255,0.0384964331324526,0.038356537756461265,0.042786632233615014
219,0.04694872681132579,0.03999409058292178,0.041416106431824,0.03780701715823116,0.044110980374179286
220,0.04829976930949344,0.04400405217171078,0.03373844701495846,0.038136729517169225,0.03585927272912496
221,0.04965081180766109,0.03820016039846355,0.03709066450682933,0.03868625011539933,0.03759111260524747
222,0.04582285806285275,0.0376725338736229,0.03525235168870659,0.034729701808142575,0.03830422314247439
223,0.04525992368861623,0.034717825334515215,0.03536048773683147,0.03879615423504535,0.03657238326635188
224,0.04233266494258633,0.0376725338736229,0.03892897732495207,0.035279222406372684,0.035451780993566724
225,0.04041868807018215,0.04062724241273057,0.03525235168870659,0.03264152353486818,0.0372854938035788
226,0.03827953744808338,0.034506774724578956,0.03373844701495846,0.033191044133098285,0.034738670456339805
227,0.038504711197777985,0.035878603689164665,0.0339547191112082,0.031212769979469913,0.03361806818355465
228,0.038842471822319896,0.03260731923515259,0.03146759000433625,0.034729701808142575,0.03565552686134585
229,0.03974316682109833,0.03556202777426027,0.032981494678084394,0.030333537022301744,0.03229372004299038
230,0.039180232446861814,0.03440124941961082,0.03438726330370766,0.0322019070562841,0.02903378615852447
231,0.03433899682842773,0.030496813135789964,0.03438726330370766,0.029784016424071642,0.034738670456339805
232,0.03456417057812235,0.03239626862521633,0.028547916704964853,0.02703641343292112,0.030663753100757425
233,0.035127104952358865,0.03250179393018446,0.03244081443746006,0.030333537022301744,0.032701211778548615
234,0.036365560575679204,0.034612300029547086,0.032657086533709793,0.029893920543717662,0.030561880166867866
235,0.03355088870449661,0.031974167405343805,0.02930486904183892,0.02681660519362908,0.02730194628240196
236,0.03670332120022112,0.031235490270566883,0.029737413234338386,0.02681660519362908,0.028116929753518437
237,0.031749498706939744,0.03112996496559875,0.02681773993496698,0.02813545462938133,0.02740381921629152
238,0.03265019370571817,0.026697902156937237,0.027574692271841048,0.027366125791859184,0.028422548555187114
239,0.033438301829649304,0.027120003376809757,0.02714214807934158,0.023849193963186518,0.026486962811285486
240,0.03265019370571817,0.028808408256299864,0.028115372512465382,0.02560765987752285,0.025977598141837685
241,0.031749498706939744,0.03039128783082183,0.027790964368090785,0.02560765987752285,0.028524421489076673
242,0.035127104952358865,0.02849183234139547,0.02681773993496698,0.025497755757876828,0.028728167356855794
243,0.029722934959688266,0.025431598497319657,0.025520107357468576,0.028794879347257454,0.026283216943506365
244,0.033438301829649304,0.02754210459668228,0.025411971309343712,0.023409577484602435,0.026079471075727244
245,0.029497761209993662,0.02648685154700097,0.024438746876219906,0.024508618681062643,0.025468233472389887
246,0.030848803708161312,0.023532143007893292,0.02141093752872364,0.0242888104417706,0.02658883574517504
247,0.03141173808239783,0.02585369971719218,0.02497942711684424,0.02275015276672631,0.0229214101251509
248,0.026795676213658363,0.026908952766873495,0.024438746876219906,0.022640248647080287,0.027709438017960195
249,0.027133436838200277,0.024481870752606476,0.024546882924344777,0.02286005688637233,0.02261579132348222
250,0.02882223996090984,0.025115022582415263,0.022059753817472837,0.02417890632212458,0.024245758265715175
251,0.027696371212436795,0.023004516483052635,0.024655018972469647,0.024508618681062643,0.023430774794598697
252,0.02533204684064341,0.025326073192351528,0.022059753817472837,0.019233220938053644,0.024143885331825612
253,0.02882223996090984,0.024376345447638344,0.025195699213093975,0.019782741536283746,0.023532647728488256
254,0.028259305586673316,0.023637668312861425,0.02270857010622204,0.020771878613097934,0.024143885331825612
255,0.026795676213658363,0.023426617702925163,0.024438746876219906,0.021651111570266102,0.02220829958792398
256,0.026457915589116452,0.02247688995821198,0.025952651549968047,0.020991686852389977,0.02363452066237782
257,0.029497761209993662,0.02585369971719218,0.021951617769347974,0.025387851638230808,0.024347631199604734
258,0.027808958087284102,0.024481870752606476,0.019356352614351167,0.023849193963186518,0.02220829958792398
259,0.026120154964574538,0.023110041788020768,0.023573658491220974,0.022200632168496204,0.02363452066237782
260,0.02420617809217037,0.02332109239795703,0.020221440999350103,0.02055207037380589,0.021291443182917945
261,0.02578239434003263,0.023110041788020768,0.020437713095599833,0.023519481604248455,0.022004553720144863
262,0.02476911246640689,0.021316111603562535,0.02032957704747497,0.02296996100601835,0.022106426654034422
263,0.027921544962131405,0.022054788738339454,0.018383128181227365,0.021651111570266102,0.021902680786255305
264,0.02589498121487993,0.02268794056814824,0.024546882924344777,0.01989264565592977,0.020782078513470147
265,0.022967722468850028,0.022160314043307584,0.021951617769347974,0.021870919809558142,0.021495189050697066
266,0.024656525591559588,0.02237136465324385,0.0195726247106009,0.01989264565592977,0.020782078513470147
267,0.022629961844308114,0.018994554894263646,0.017950583988727897,0.019343125057699664,0.021393316116807507
268,0.023192896218544635,0.02099953568865814,0.02162720962497337,0.01989264565592977,0.021597061984586625
269,0.022292201219766203,0.02194926343337132,0.02000516890310037,0.021211495091682016,0.02057833264569103
270,0.02476911246640689,0.019838757334008694,0.019464488662476034,0.021101590972035997,0.018948365703458078
271,0.023643243717933853,0.02247688995821198,0.02032957704747497,0.020661974493451914,0.02068020557958059
272,0.025106873090948806,0.01941665611413617,0.01784244794060303,0.017145042664779248,0.020272713844022353
273,0.025444633715490717,0.02395424422776582,0.020113304951225236,0.017364850904071288,0.020272713844022353
274,0.019702703098278207,0.018255877759486724,0.019140080518101434,0.018463892100531495,0.018031509298452042
275,0.0221796143449189,0.02194926343337132,0.018274992133102498,0.018353987980885476,0.021291443182917945
276,0.020378224347362035,0.01846692836942299,0.019356352614351167,0.018244083861239456,0.01823525516623116
277,0.02420617809217037,0.018889029589295513,0.020437713095599833,0.01615590558796506,0.01996709504235367
278,0.023755830592781156,0.017517200624709805,0.018383128181227365,0.018463892100531495,0.02047645971180147
279,0.02330548309339194,0.01941665611413617,0.01686922350747923,0.018793604459469558,0.01752214462900424
280,0.023192896218544635,0.019838757334008694,0.016544815363104627,0.017914371502301393,0.017725890496783362
281,0.02251737496946081,0.019100080199231775,0.015463454881855961,0.016595522066549143,0.018948365703458078
282,0.02476911246640689,0.020577434468785617,0.02065398519184957,0.019343125057699664,0.016605288223998208
283,0.021841853720376985,0.019944282638976827,0.016652951411229494,0.01769456326300935,0.017012779959556447
284,0.018576834349805168,0.01941665611413617,0.018491264229352232,0.01626580970761108,0.01619779648843997
285,0.020941158721598553,0.019205605504199908,0.017409903748103566,0.01615590558796506,0.01619779648843997
286,0.020941158721598553,0.01846692836942299,0.013949550208107824,0.019233220938053644,0.01792963636456248
287,0.021053745596445857,0.017622725929677938,0.015463454881855961,0.015936097348673017,0.017114652893446002
288,0.019590116223430907,0.016145371660124096,0.01686922350747923,0.01747475502371731,0.01619779648843997
289,0.020603398097056642,0.017517200624709805,0.014814638593106758,0.015496480870088935,0.014669702480096575
290,0.02195444059522429,0.018150352454518594,0.015247182785606226,0.018134179741593436,0.013956591942869658
291,0.019027181849194386,0.018255877759486724,0.015679726978105695,0.013957823195044643,0.014975321281765255
292,0.019702703098278207,0.015723270440251572,0.01622040721873003,0.017364850904071288,0.01823525516623116
293,0.022067027470071592,0.015934321050187834,0.015787863026230562,0.015166768511150872,0.016707161157887767
294,0.018239073725263254,0.01625089696509223,0.01308446182310889,0.01472715203256679,0.015586558885102611
295,0.019364942473736296,0.01878350428432738,0.01589599907435543,0.015826193229026998,0.014873448347875694
296,0.016550270602553697,0.014984593305474652,0.01816685608497763,0.01351820671646056,0.017420271695114686
297,0.019702703098278207,0.01720062470980541,0.015787863026230562,0.015056864391504853,0.014567829546207018
